artist,song,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
Hermes House Band,Country Roads,6BKOBYeTXMQtMRshLprSbS,0.357,0.99,2,-4.914,1,0.354,0.279,0.0,0.604,0.599,196.988,audio_features,spotify:track:6BKOBYeTXMQtMRshLprSbS,https://api.spotify.com/v1/tracks/6BKOBYeTXMQtMRshLprSbS,https://api.spotify.com/v1/audio-analysis/6BKOBYeTXMQtMRshLprSbS,193453,4
Cody Johnson,The Painter,6qliOQpVb1os1r3bTy5ixt,0.512,0.709,2,-5.766,1,0.0329,0.0415,4.25e-06,0.107,0.261,97.981,audio_features,spotify:track:6qliOQpVb1os1r3bTy5ixt,https://api.spotify.com/v1/tracks/6qliOQpVb1os1r3bTy5ixt,https://api.spotify.com/v1/audio-analysis/6qliOQpVb1os1r3bTy5ixt,211413,4
Jackson Taylor & the Sinners,Country Song,4BDwuy0dzMiRL5wXVHwGwL,0.643,0.875,4,-5.695,1,0.0396,0.036,1.89e-06,0.112,0.822,123.122,audio_features,spotify:track:4BDwuy0dzMiRL5wXVHwGwL,https://api.spotify.com/v1/tracks/4BDwuy0dzMiRL5wXVHwGwL,https://api.spotify.com/v1/audio-analysis/4BDwuy0dzMiRL5wXVHwGwL,183960,4
"Gwen Stefani, Blake Shelton",Purple Irises,2Sj7FEERF7ZpvfvOVhXvis,0.694,0.826,11,-4.685,0,0.0467,0.00477,0.0,0.285,0.613,120.051,audio_features,spotify:track:2Sj7FEERF7ZpvfvOVhXvis,https://api.spotify.com/v1/tracks/2Sj7FEERF7ZpvfvOVhXvis,https://api.spotify.com/v1/audio-analysis/2Sj7FEERF7ZpvfvOVhXvis,221509,4
Alan Jackson,Country Boy,73TKZKaEM9od06MYr6dz3Y,0.728,0.856,9,-5.981,1,0.0318,0.275,0.0,0.0985,0.601,139.044,audio_features,spotify:track:73TKZKaEM9od06MYr6dz3Y,https://api.spotify.com/v1/tracks/73TKZKaEM9od06MYr6dz3Y,https://api.spotify.com/v1/audio-analysis/73TKZKaEM9od06MYr6dz3Y,246973,4
Thomas Rhett,"Feelin' Country (From ""Twisters: The Album"")",7o3yD1UpxaApPsi87kEy1W,0.491,0.908,6,-3.399,1,0.0761,0.0102,0.0,0.0266,0.741,165.433,audio_features,spotify:track:7o3yD1UpxaApPsi87kEy1W,https://api.spotify.com/v1/tracks/7o3yD1UpxaApPsi87kEy1W,https://api.spotify.com/v1/audio-analysis/7o3yD1UpxaApPsi87kEy1W,164767,4
Alex G,Cross Country,0KbMrIYpGz3C97RB8GJOME,0.699,0.505,7,-10.592,1,0.0348,0.129,0.873,0.17,0.342,119.992,audio_features,spotify:track:0KbMrIYpGz3C97RB8GJOME,https://api.spotify.com/v1/tracks/0KbMrIYpGz3C97RB8GJOME,https://api.spotify.com/v1/audio-analysis/0KbMrIYpGz3C97RB8GJOME,69004,4
"Zach Bryan, Kacey Musgraves",I Remember Everything (feat. Kacey Musgraves),3dDOM0csRroCedyEwYAEs4,0.43,0.453,0,-7.746,1,0.0459,0.554,2e-06,0.102,0.155,77.637,audio_features,spotify:track:3dDOM0csRroCedyEwYAEs4,https://api.spotify.com/v1/tracks/3dDOM0csRroCedyEwYAEs4,https://api.spotify.com/v1/audio-analysis/3dDOM0csRroCedyEwYAEs4,227196,4
"Jordan Davis, Luke Bryan",Buy Dirt,713O9N23QvWX51EOe5Kqb7,0.583,0.543,4,-6.757,1,0.0478,0.645,0.0,0.0869,0.46,178.012,audio_features,spotify:track:713O9N23QvWX51EOe5Kqb7,https://api.spotify.com/v1/tracks/713O9N23QvWX51EOe5Kqb7,https://api.spotify.com/v1/audio-analysis/713O9N23QvWX51EOe5Kqb7,167720,4
Mark Chesnutt,Old Country,0c25pdkvRhymYdm5Rf3XWh,0.521,0.527,5,-10.269,1,0.0263,0.123,4.29e-05,0.109,0.583,93.039,audio_features,spotify:track:0c25pdkvRhymYdm5Rf3XWh,https://api.spotify.com/v1/tracks/0c25pdkvRhymYdm5Rf3XWh,https://api.spotify.com/v1/audio-analysis/0c25pdkvRhymYdm5Rf3XWh,233573,4
Carrie Underwood,Cry Pretty,66OIHwLAQovMWKjmDdB9v3,0.352,0.737,6,-3.318,1,0.0459,0.00508,0.0,0.109,0.238,140.287,audio_features,spotify:track:66OIHwLAQovMWKjmDdB9v3,https://api.spotify.com/v1/tracks/66OIHwLAQovMWKjmDdB9v3,https://api.spotify.com/v1/audio-analysis/66OIHwLAQovMWKjmDdB9v3,246467,3
LT Freeman,Country Freak,6P7EgXxyAvC5MZP9ZvcUsK,0.686,0.873,6,-5.403,1,0.0456,0.0742,0.0,0.117,0.547,130.058,audio_features,spotify:track:6P7EgXxyAvC5MZP9ZvcUsK,https://api.spotify.com/v1/tracks/6P7EgXxyAvC5MZP9ZvcUsK,https://api.spotify.com/v1/audio-analysis/6P7EgXxyAvC5MZP9ZvcUsK,126302,4
Cody Johnson,Dirt Cheap,6GXeAm0IV1UsvwKldqku0z,0.62,0.507,1,-5.891,1,0.0307,0.111,0.0,0.101,0.266,120.065,audio_features,spotify:track:6GXeAm0IV1UsvwKldqku0z,https://api.spotify.com/v1/tracks/6GXeAm0IV1UsvwKldqku0z,https://api.spotify.com/v1/audio-analysis/6GXeAm0IV1UsvwKldqku0z,239347,4
Buddy Brown,If This Country Still Had Balls,4D73w6oPi3NbnzArt6cbp8,0.523,0.722,7,-6.205,1,0.0544,0.0507,0.0,0.0884,0.501,160.066,audio_features,spotify:track:4D73w6oPi3NbnzArt6cbp8,https://api.spotify.com/v1/tracks/4D73w6oPi3NbnzArt6cbp8,https://api.spotify.com/v1/audio-analysis/4D73w6oPi3NbnzArt6cbp8,189747,4
Travis Tritt,Country Club,5J8UdO2J5NT2q1j08fjAhX,0.798,0.684,4,-4.347,1,0.0267,0.233,1.06e-05,0.112,0.76,126.445,audio_features,spotify:track:5J8UdO2J5NT2q1j08fjAhX,https://api.spotify.com/v1/tracks/5J8UdO2J5NT2q1j08fjAhX,https://api.spotify.com/v1/audio-analysis/5J8UdO2J5NT2q1j08fjAhX,192160,4
Julia Cole,Wine Country,2T0PqoWNzHqKKId8TZDibv,0.553,0.799,8,-3.295,0,0.105,0.307,0.0,0.248,0.676,160.041,audio_features,spotify:track:2T0PqoWNzHqKKId8TZDibv,https://api.spotify.com/v1/tracks/2T0PqoWNzHqKKId8TZDibv,https://api.spotify.com/v1/audio-analysis/2T0PqoWNzHqKKId8TZDibv,143157,4
Mikel Knight,Whiskey Drinkin,775XnTBOtjl4gHLziSHf9H,0.83,0.884,2,-4.386,1,0.0634,0.295,0.0,0.104,0.951,126.024,audio_features,spotify:track:775XnTBOtjl4gHLziSHf9H,https://api.spotify.com/v1/tracks/775XnTBOtjl4gHLziSHf9H,https://api.spotify.com/v1/audio-analysis/775XnTBOtjl4gHLziSHf9H,250227,4
Cody Parks and The Dirty South,Country Alive,6bvLZCw01FeOojfYREBPgu,0.481,0.928,6,-3.714,1,0.0465,0.00978,0.0,0.0961,0.426,154.057,audio_features,spotify:track:6bvLZCw01FeOojfYREBPgu,https://api.spotify.com/v1/tracks/6bvLZCw01FeOojfYREBPgu,https://api.spotify.com/v1/audio-analysis/6bvLZCw01FeOojfYREBPgu,275140,4
Thomas Rhett,Christmas In The Country,4n0NTwp3bu4TFpePsRv6Fb,0.637,0.695,8,-5.858,1,0.0316,0.0773,0.0,0.0794,0.493,81.01,audio_features,spotify:track:4n0NTwp3bu4TFpePsRv6Fb,https://api.spotify.com/v1/tracks/4n0NTwp3bu4TFpePsRv6Fb,https://api.spotify.com/v1/audio-analysis/4n0NTwp3bu4TFpePsRv6Fb,205587,4
George Strait,Amarillo By Morning,4qQjWnIPiIAaiLuPGJquYa,0.598,0.501,9,-10.173,1,0.0316,0.285,4.44e-05,0.377,0.597,120.849,audio_features,spotify:track:4qQjWnIPiIAaiLuPGJquYa,https://api.spotify.com/v1/tracks/4qQjWnIPiIAaiLuPGJquYa,https://api.spotify.com/v1/audio-analysis/4qQjWnIPiIAaiLuPGJquYa,172813,4
"Kylie Morgan, Walker Hayes",Country Anyway,3vJqAraPCSiWQbw610YsiZ,0.622,0.829,11,-4.722,1,0.0325,0.0668,0.0,0.243,0.805,81.953,audio_features,spotify:track:3vJqAraPCSiWQbw610YsiZ,https://api.spotify.com/v1/tracks/3vJqAraPCSiWQbw610YsiZ,https://api.spotify.com/v1/audio-analysis/3vJqAraPCSiWQbw610YsiZ,170440,4
Dierks Bentley,Gold,0WyMLxv8BhjcjK3ZpTwSja,0.674,0.873,1,-4.256,1,0.0285,0.0482,0.0,0.18,0.946,115.01,audio_features,spotify:track:0WyMLxv8BhjcjK3ZpTwSja,https://api.spotify.com/v1/tracks/0WyMLxv8BhjcjK3ZpTwSja,https://api.spotify.com/v1/audio-analysis/0WyMLxv8BhjcjK3ZpTwSja,167760,4
"Day3, JetBkeezy",Country World,0Y6DiqEKmpH3VAqAuFAqUP,0.825,0.53,1,-8.031,1,0.398,0.183,0.0,0.178,0.762,93.382,audio_features,spotify:track:0Y6DiqEKmpH3VAqAuFAqUP,https://api.spotify.com/v1/tracks/0Y6DiqEKmpH3VAqAuFAqUP,https://api.spotify.com/v1/audio-analysis/0Y6DiqEKmpH3VAqAuFAqUP,166255,4
Cody Johnson,The Painter,6zpBw6W6VUsrzX2z2MoCY0,0.512,0.709,2,-5.766,1,0.0329,0.0415,4.25e-06,0.107,0.261,97.981,audio_features,spotify:track:6zpBw6W6VUsrzX2z2MoCY0,https://api.spotify.com/v1/tracks/6zpBw6W6VUsrzX2z2MoCY0,https://api.spotify.com/v1/audio-analysis/6zpBw6W6VUsrzX2z2MoCY0,211413,4
James Taylor,Country Road,3ZdGtDYrk61LNXOnBzm6pO,0.532,0.439,2,-13.2,1,0.0396,0.297,0.0,0.98,0.425,133.193,audio_features,spotify:track:3ZdGtDYrk61LNXOnBzm6pO,https://api.spotify.com/v1/tracks/3ZdGtDYrk61LNXOnBzm6pO,https://api.spotify.com/v1/audio-analysis/3ZdGtDYrk61LNXOnBzm6pO,339093,4
Shenandoah,Church On Cumberland Road,5pverj2NJRYSp2TA8JNR8U,0.668,0.812,10,-8.14,1,0.0342,0.333,0.0,0.0941,0.959,75.131,audio_features,spotify:track:5pverj2NJRYSp2TA8JNR8U,https://api.spotify.com/v1/tracks/5pverj2NJRYSp2TA8JNR8U,https://api.spotify.com/v1/audio-analysis/5pverj2NJRYSp2TA8JNR8U,188467,4
Bezz Believe,Usa,4pnq5v11GnZUdAsPRc6a5x,0.566,0.648,2,-8.703,1,0.126,0.105,0.0,0.252,0.206,134.396,audio_features,spotify:track:4pnq5v11GnZUdAsPRc6a5x,https://api.spotify.com/v1/tracks/4pnq5v11GnZUdAsPRc6a5x,https://api.spotify.com/v1/audio-analysis/4pnq5v11GnZUdAsPRc6a5x,153750,4
Jon Pardi,Head Over Boots,07c6aZuJKlhzFzxDTci7w7,0.562,0.688,7,-4.474,1,0.0263,0.0763,0.0,0.0863,0.617,108.017,audio_features,spotify:track:07c6aZuJKlhzFzxDTci7w7,https://api.spotify.com/v1/tracks/07c6aZuJKlhzFzxDTci7w7,https://api.spotify.com/v1/audio-analysis/07c6aZuJKlhzFzxDTci7w7,202347,4
U2,In God's Country,1AQYE6CcYKlzM8e9Df5i1g,0.497,0.704,2,-8.085,1,0.0324,0.0071,6.69e-05,0.783,0.607,125.919,audio_features,spotify:track:1AQYE6CcYKlzM8e9Df5i1g,https://api.spotify.com/v1/tracks/1AQYE6CcYKlzM8e9Df5i1g,https://api.spotify.com/v1/audio-analysis/1AQYE6CcYKlzM8e9Df5i1g,176597,4
Tanner Adell,"Too Easy (From ""Twisters: The Album"")",4Cbvvf3GkVb1tc4zjpfFMr,0.613,0.788,7,-5.064,1,0.0689,0.00461,2.75e-06,0.474,0.757,149.872,audio_features,spotify:track:4Cbvvf3GkVb1tc4zjpfFMr,https://api.spotify.com/v1/tracks/4Cbvvf3GkVb1tc4zjpfFMr,https://api.spotify.com/v1/audio-analysis/4Cbvvf3GkVb1tc4zjpfFMr,150507,4
Wheeler Walker Jr.,Fucked By A Country Boy,63yKYYjKljMstTl4JNnSiS,0.538,0.921,9,-5.475,1,0.131,0.0473,0.0,0.359,0.827,159.591,audio_features,spotify:track:63yKYYjKljMstTl4JNnSiS,https://api.spotify.com/v1/tracks/63yKYYjKljMstTl4JNnSiS,https://api.spotify.com/v1/audio-analysis/63yKYYjKljMstTl4JNnSiS,153055,4
Gabby Barrett,Glory Days,3aYbC04aVHftRMdclVVsTy,0.647,0.776,7,-5.221,1,0.0514,0.00686,0.0,0.119,0.268,103.919,audio_features,spotify:track:3aYbC04aVHftRMdclVVsTy,https://api.spotify.com/v1/tracks/3aYbC04aVHftRMdclVVsTy,https://api.spotify.com/v1/audio-analysis/3aYbC04aVHftRMdclVVsTy,162733,4
Zach Top,Dirt Turns to Gold,2kXqLlHRP5uYfPmAnjcM46,0.602,0.773,4,-5.747,1,0.0614,0.649,0.000679,0.116,0.647,82.27,audio_features,spotify:track:2kXqLlHRP5uYfPmAnjcM46,https://api.spotify.com/v1/tracks/2kXqLlHRP5uYfPmAnjcM46,https://api.spotify.com/v1/audio-analysis/2kXqLlHRP5uYfPmAnjcM46,190518,1
Cody Johnson,The Painter,6TnmZKOdb6Hi8fkKhle7bT,0.512,0.709,2,-5.766,1,0.0329,0.0415,4.25e-06,0.107,0.261,97.981,audio_features,spotify:track:6TnmZKOdb6Hi8fkKhle7bT,https://api.spotify.com/v1/tracks/6TnmZKOdb6Hi8fkKhle7bT,https://api.spotify.com/v1/audio-analysis/6TnmZKOdb6Hi8fkKhle7bT,211413,4
Lainey Wilson,Atta Girl,5yDmKWFlzwTRU4LPyD9MCi,0.747,0.521,11,-7.439,1,0.0351,0.233,6.17e-05,0.101,0.673,141.983,audio_features,spotify:track:5yDmKWFlzwTRU4LPyD9MCi,https://api.spotify.com/v1/tracks/5yDmKWFlzwTRU4LPyD9MCi,https://api.spotify.com/v1/audio-analysis/5yDmKWFlzwTRU4LPyD9MCi,206693,4
Florida Georgia Line,Simple,2c0jSry9poSag9HDs0jojy,0.362,0.882,3,-3.717,1,0.0971,0.0791,0.0,0.15,0.864,199.827,audio_features,spotify:track:2c0jSry9poSag9HDs0jojy,https://api.spotify.com/v1/tracks/2c0jSry9poSag9HDs0jojy,https://api.spotify.com/v1/audio-analysis/2c0jSry9poSag9HDs0jojy,185200,4
Lambrini Girls,God's Country,4UccUaOQ6lU7kAffOVgz1d,0.541,0.853,11,-7.567,1,0.106,0.000133,0.00627,0.108,0.379,88.968,audio_features,spotify:track:4UccUaOQ6lU7kAffOVgz1d,https://api.spotify.com/v1/tracks/4UccUaOQ6lU7kAffOVgz1d,https://api.spotify.com/v1/audio-analysis/4UccUaOQ6lU7kAffOVgz1d,135542,4
LOCASH,C.O.U.N.T.R.Y.,2ljacZc1LdypzTYPKfyNmJ,0.37,0.895,2,-3.783,1,0.0401,0.0143,0.000781,0.194,0.828,101.96,audio_features,spotify:track:2ljacZc1LdypzTYPKfyNmJ,https://api.spotify.com/v1/tracks/2ljacZc1LdypzTYPKfyNmJ,https://api.spotify.com/v1/audio-analysis/2ljacZc1LdypzTYPKfyNmJ,233187,4
"Atmozfears, Sound Rush",Country Roads,5X2QG4l6skcB7BmMeiOh7d,0.37,0.824,9,-3.82,1,0.0944,0.167,3.8e-06,0.972,0.273,155.005,audio_features,spotify:track:5X2QG4l6skcB7BmMeiOh7d,https://api.spotify.com/v1/tracks/5X2QG4l6skcB7BmMeiOh7d,https://api.spotify.com/v1/audio-analysis/5X2QG4l6skcB7BmMeiOh7d,173688,4
Kenny Chesney,Thinkin’ Bout,62Q8wEkBZ1qUIvRpRFeOTP,0.83,0.663,5,-6.521,1,0.0291,0.332,0.00012,0.104,0.381,114.009,audio_features,spotify:track:62Q8wEkBZ1qUIvRpRFeOTP,https://api.spotify.com/v1/tracks/62Q8wEkBZ1qUIvRpRFeOTP,https://api.spotify.com/v1/audio-analysis/62Q8wEkBZ1qUIvRpRFeOTP,214187,4
Adam Dryden,Country Folk,3vasLEhYyKEGMTtffk6yuC,0.703,0.645,11,-12.089,1,0.0359,0.00196,9.4e-06,0.124,0.925,129.259,audio_features,spotify:track:3vasLEhYyKEGMTtffk6yuC,https://api.spotify.com/v1/tracks/3vasLEhYyKEGMTtffk6yuC,https://api.spotify.com/v1/audio-analysis/3vasLEhYyKEGMTtffk6yuC,249941,4
Gabby Barrett,Glory Days,2mK8PN50icH9uFwTmsenzB,0.647,0.776,7,-5.221,1,0.0514,0.00686,0.0,0.119,0.268,103.919,audio_features,spotify:track:2mK8PN50icH9uFwTmsenzB,https://api.spotify.com/v1/tracks/2mK8PN50icH9uFwTmsenzB,https://api.spotify.com/v1/audio-analysis/2mK8PN50icH9uFwTmsenzB,162733,4
Alabama,Born Country,1TZ4xBavEWYZaSGPuZTtXr,0.661,0.445,4,-11.206,1,0.0318,0.297,0.0,0.173,0.522,83.579,audio_features,spotify:track:1TZ4xBavEWYZaSGPuZTtXr,https://api.spotify.com/v1/tracks/1TZ4xBavEWYZaSGPuZTtXr,https://api.spotify.com/v1/audio-analysis/1TZ4xBavEWYZaSGPuZTtXr,197613,4
Big & Rich,Save a Horse (Ride a Cowboy),3RHIGI2V1QizYzKiGugHvO,0.7,0.896,2,-2.276,1,0.191,0.108,0.0,0.453,0.817,102.065,audio_features,spotify:track:3RHIGI2V1QizYzKiGugHvO,https://api.spotify.com/v1/tracks/3RHIGI2V1QizYzKiGugHvO,https://api.spotify.com/v1/audio-analysis/3RHIGI2V1QizYzKiGugHvO,200307,4
Ronnie Dunn,She's Actin' Single (I'm Drinkin' Doubles),138UqZcAzlZPhAqGEN7Mbi,0.694,0.582,5,-5.688,1,0.0272,0.238,7.82e-05,0.0799,0.595,108.233,audio_features,spotify:track:138UqZcAzlZPhAqGEN7Mbi,https://api.spotify.com/v1/tracks/138UqZcAzlZPhAqGEN7Mbi,https://api.spotify.com/v1/audio-analysis/138UqZcAzlZPhAqGEN7Mbi,208147,4
Gabby Barrett,Glory Days,5rRrCAofkaSaQSIofJDnHs,0.647,0.775,7,-5.221,1,0.0513,0.00686,0.0,0.119,0.269,103.919,audio_features,spotify:track:5rRrCAofkaSaQSIofJDnHs,https://api.spotify.com/v1/tracks/5rRrCAofkaSaQSIofJDnHs,https://api.spotify.com/v1/audio-analysis/5rRrCAofkaSaQSIofJDnHs,162733,4
"Hank Williams, Jr.",A Country Boy Can Survive,7BZbzwuGqky0tc7ga8mqAC,0.688,0.459,7,-9.353,1,0.0365,0.144,0.0,0.0816,0.493,75.184,audio_features,spotify:track:7BZbzwuGqky0tc7ga8mqAC,https://api.spotify.com/v1/tracks/7BZbzwuGqky0tc7ga8mqAC,https://api.spotify.com/v1/audio-analysis/7BZbzwuGqky0tc7ga8mqAC,255000,4
Tanner Usrey,Take Me Home,1UyVNaYLQbQemXL6Kkwimm,0.575,0.443,7,-8.052,1,0.0292,0.18,3.47e-06,0.125,0.355,78.788,audio_features,spotify:track:1UyVNaYLQbQemXL6Kkwimm,https://api.spotify.com/v1/tracks/1UyVNaYLQbQemXL6Kkwimm,https://api.spotify.com/v1/audio-analysis/1UyVNaYLQbQemXL6Kkwimm,209279,1
Morgan Wallen,Whatcha Think Of Country Now,6WqvJZloeOpM8DihbMgIRJ,0.523,0.966,9,-4.356,1,0.0355,0.0215,0.0,0.322,0.884,145.016,audio_features,spotify:track:6WqvJZloeOpM8DihbMgIRJ,https://api.spotify.com/v1/tracks/6WqvJZloeOpM8DihbMgIRJ,https://api.spotify.com/v1/audio-analysis/6WqvJZloeOpM8DihbMgIRJ,182427,4
Paul Cauthen,Hot Damn,2bwshCN9ETHkMLnBcgdAJg,0.544,0.909,2,-5.555,1,0.145,0.19,0.000495,0.175,0.8,169.853,audio_features,spotify:track:2bwshCN9ETHkMLnBcgdAJg,https://api.spotify.com/v1/tracks/2bwshCN9ETHkMLnBcgdAJg,https://api.spotify.com/v1/audio-analysis/2bwshCN9ETHkMLnBcgdAJg,140154,4
Johnny Bond,Headin' Down The Wrong Highway,6iDIuMXj3LxDERftwGVC2U,0.604,0.259,3,-11.919,1,0.0404,0.913,0.0101,0.193,0.759,175.927,audio_features,spotify:track:6iDIuMXj3LxDERftwGVC2U,https://api.spotify.com/v1/tracks/6iDIuMXj3LxDERftwGVC2U,https://api.spotify.com/v1/audio-analysis/6iDIuMXj3LxDERftwGVC2U,98067,4
Country Cody,Only Road,3CwpAJ3o8ib2sFmyokjdfo,0.705,0.559,10,-10.273,0,0.227,0.0749,0.0,0.0973,0.762,165.955,audio_features,spotify:track:3CwpAJ3o8ib2sFmyokjdfo,https://api.spotify.com/v1/tracks/3CwpAJ3o8ib2sFmyokjdfo,https://api.spotify.com/v1/audio-analysis/3CwpAJ3o8ib2sFmyokjdfo,199602,4
Josiah and the Bonnevilles,Chronically Cautious,3Ot9FlfPVHN8glN1E1YHIk,0.682,0.399,9,-5.889,1,0.0316,0.686,0.0,0.117,0.629,137.739,audio_features,spotify:track:3Ot9FlfPVHN8glN1E1YHIk,https://api.spotify.com/v1/tracks/3Ot9FlfPVHN8glN1E1YHIk,https://api.spotify.com/v1/audio-analysis/3Ot9FlfPVHN8glN1E1YHIk,132481,4
Luke Combs,"Ain't No Love in Oklahoma (From ""Twisters: The Album"")",3VTVAflLGFpq7EAsnZGlgz,0.487,0.658,5,-9.973,1,0.0296,0.00877,0.00777,0.1,0.282,142.18,audio_features,spotify:track:3VTVAflLGFpq7EAsnZGlgz,https://api.spotify.com/v1/tracks/3VTVAflLGFpq7EAsnZGlgz,https://api.spotify.com/v1/audio-analysis/3VTVAflLGFpq7EAsnZGlgz,210950,4
Randy Houser,Country Round Here Tonight,4Y2PBBff0Qqi2tFUdlwWQl,0.667,0.827,5,-5.502,0,0.032,0.0772,0.000176,0.225,0.664,119.466,audio_features,spotify:track:4Y2PBBff0Qqi2tFUdlwWQl,https://api.spotify.com/v1/tracks/4Y2PBBff0Qqi2tFUdlwWQl,https://api.spotify.com/v1/audio-analysis/4Y2PBBff0Qqi2tFUdlwWQl,216085,4
Sam Barber,Straight and Narrow,4rjSRItkWl57FE32zjVkFJ,0.427,0.278,10,-8.83,1,0.0331,0.47,2.22e-05,0.135,0.374,85.642,audio_features,spotify:track:4rjSRItkWl57FE32zjVkFJ,https://api.spotify.com/v1/tracks/4rjSRItkWl57FE32zjVkFJ,https://api.spotify.com/v1/audio-analysis/4rjSRItkWl57FE32zjVkFJ,199875,3
Granger Smith,Buy A Boy A Baseball,3EnnGrZRCPbLK465l2Br7c,0.578,0.777,7,-5.449,1,0.0326,0.23,0.0,0.202,0.393,156.084,audio_features,spotify:track:3EnnGrZRCPbLK465l2Br7c,https://api.spotify.com/v1/tracks/3EnnGrZRCPbLK465l2Br7c,https://api.spotify.com/v1/audio-analysis/3EnnGrZRCPbLK465l2Br7c,152293,4
Sam Hunt,House Party,6QCMsLhWTZ0UAnaVl9l56J,0.748,0.86,8,-5.248,1,0.0512,0.113,0.0,0.026,0.851,103.969,audio_features,spotify:track:6QCMsLhWTZ0UAnaVl9l56J,https://api.spotify.com/v1/tracks/6QCMsLhWTZ0UAnaVl9l56J,https://api.spotify.com/v1/audio-analysis/6QCMsLhWTZ0UAnaVl9l56J,190240,4
Robert Finley,Country Boy,0uwYQTPWVQjXUKaNgH6oMZ,0.685,0.727,7,-7.619,1,0.0648,0.0431,0.021,0.102,0.731,143.551,audio_features,spotify:track:0uwYQTPWVQjXUKaNgH6oMZ,https://api.spotify.com/v1/tracks/0uwYQTPWVQjXUKaNgH6oMZ,https://api.spotify.com/v1/audio-analysis/0uwYQTPWVQjXUKaNgH6oMZ,344973,4
Gabby Barrett,I Hope,39BCDq4KiWsEBt4TMxro9S,0.561,0.536,6,-6.227,1,0.0346,0.0951,0.0,0.114,0.378,150.01,audio_features,spotify:track:39BCDq4KiWsEBt4TMxro9S,https://api.spotify.com/v1/tracks/39BCDq4KiWsEBt4TMxro9S,https://api.spotify.com/v1/audio-analysis/39BCDq4KiWsEBt4TMxro9S,209229,4
Frank Foster,Country To the Bone,0qYduJGb5ZaORlnyzz7qDc,0.505,0.866,1,-6.426,1,0.047,0.0773,2.92e-06,0.315,0.735,165.042,audio_features,spotify:track:0qYduJGb5ZaORlnyzz7qDc,https://api.spotify.com/v1/tracks/0qYduJGb5ZaORlnyzz7qDc,https://api.spotify.com/v1/audio-analysis/0qYduJGb5ZaORlnyzz7qDc,234840,4
Dan + Shay,Bigger Houses,3yeCKkJB7PeQsJk7AEb90T,0.631,0.513,7,-6.426,1,0.025,0.546,0.0,0.125,0.559,139.862,audio_features,spotify:track:3yeCKkJB7PeQsJk7AEb90T,https://api.spotify.com/v1/tracks/3yeCKkJB7PeQsJk7AEb90T,https://api.spotify.com/v1/audio-analysis/3yeCKkJB7PeQsJk7AEb90T,197067,4
"Cooper Alan, Rvshvd",Colt 45 (Country Remix),0kgRRHa5CMeCciIgYT67re,0.631,0.744,5,-3.299,0,0.203,0.293,0.0,0.142,0.845,184.021,audio_features,spotify:track:0kgRRHa5CMeCciIgYT67re,https://api.spotify.com/v1/tracks/0kgRRHa5CMeCciIgYT67re,https://api.spotify.com/v1/audio-analysis/0kgRRHa5CMeCciIgYT67re,203804,4
Randall King,Burns Like Her,1mVpY99B4656D2s733vYLk,0.621,0.883,1,-4.819,1,0.0304,0.00796,0.00336,0.114,0.304,104.018,audio_features,spotify:track:1mVpY99B4656D2s733vYLk,https://api.spotify.com/v1/tracks/1mVpY99B4656D2s733vYLk,https://api.spotify.com/v1/audio-analysis/1mVpY99B4656D2s733vYLk,233173,4
Dustin Lynch,Country Star,2rPmK4UwWYGCqytBYUN2Hh,0.608,0.799,4,-5.055,0,0.0402,0.369,0.0,0.365,0.556,128.09,audio_features,spotify:track:2rPmK4UwWYGCqytBYUN2Hh,https://api.spotify.com/v1/tracks/2rPmK4UwWYGCqytBYUN2Hh,https://api.spotify.com/v1/audio-analysis/2rPmK4UwWYGCqytBYUN2Hh,194880,4
"Jordan Davis, Luke Bryan",Buy Dirt,5JBg3JgKerbka7D4OIOWF2,0.583,0.543,4,-6.757,1,0.0478,0.645,0.0,0.0869,0.46,178.012,audio_features,spotify:track:5JBg3JgKerbka7D4OIOWF2,https://api.spotify.com/v1/tracks/5JBg3JgKerbka7D4OIOWF2,https://api.spotify.com/v1/audio-analysis/5JBg3JgKerbka7D4OIOWF2,167720,4
Adam Calhoun,Ramble On,6n3ubQTqgMnaiTJxlHloZ0,0.667,0.658,2,-7.526,1,0.0751,0.0178,4.24e-05,0.128,0.248,145.083,audio_features,spotify:track:6n3ubQTqgMnaiTJxlHloZ0,https://api.spotify.com/v1/tracks/6n3ubQTqgMnaiTJxlHloZ0,https://api.spotify.com/v1/audio-analysis/6n3ubQTqgMnaiTJxlHloZ0,202117,4
Tyler Hubbard,5 Foot 9,79hu1q82IdlP9Ob1rr7aTu,0.602,0.796,5,-5.609,1,0.0465,0.146,0.0,0.125,0.53,106.005,audio_features,spotify:track:79hu1q82IdlP9Ob1rr7aTu,https://api.spotify.com/v1/tracks/79hu1q82IdlP9Ob1rr7aTu,https://api.spotify.com/v1/audio-analysis/79hu1q82IdlP9Ob1rr7aTu,189780,4
Medium Build,Cutting Thru The Country,01g05Ii7fj7F8V1UlYFf1q,0.719,0.628,3,-7.575,1,0.0681,0.717,5.58e-05,0.134,0.799,120.037,audio_features,spotify:track:01g05Ii7fj7F8V1UlYFf1q,https://api.spotify.com/v1/tracks/01g05Ii7fj7F8V1UlYFf1q,https://api.spotify.com/v1/audio-analysis/01g05Ii7fj7F8V1UlYFf1q,204277,4
